word,length,first_letter,last_letter,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
backfill,8,b,l,1,1,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lithia,6,l,a,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
squireen,8,s,n,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
strapper,8,s,r,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0
distrainment,12,d,t,1,0,0,1,1,0,0,0,2,0,0,0,1,2,0,0,0,1,1,2,0,0,0,0,0,0
subalpine,9,s,e,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
reimpress,9,r,s,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0
polychroming,12,p,g,0,0,1,0,0,0,1,1,1,0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,1,0
encrimsons,10,e,s,0,0,1,0,1,0,0,0,1,0,0,0,1,2,1,0,0,1,2,0,0,0,0,0,0,0
dynamometers,12,d,s,1,0,0,1,2,0,0,0,0,0,0,0,2,1,1,0,0,1,1,1,0,0,0,0,1,0
soubise,7,s,e,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0
rundlet,7,r,t,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
mercifulnesses,14,m,s,0,0,1,0,3,1,0,0,1,0,0,1,1,1,0,0,0,1,3,0,1,0,0,0,0,0
colure,6,c,e,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
blushingly,10,b,y,0,1,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0
exorable,8,e,e,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
spacings,8,s,s,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
villainousnesses,16,v,s,1,0,0,0,2,0,0,0,2,0,0,2,0,2,1,0,0,0,4,0,1,1,0,0,0,0
shoeless,8,s,s,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0
immensenesses,13,i,s,0,0,0,0,4,0,0,0,1,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0
tragopans,9,t,s,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
photorealistic,14,p,c,1,0,1,0,1,0,0,1,2,0,0,1,0,0,2,1,0,1,1,2,0,0,0,0,0,0
ching,5,c,g,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
narcotrafficking,16,n,g,2,0,2,0,0,2,1,0,2,0,1,0,0,2,1,0,0,2,0,1,0,0,0,0,0,0
punkah,6,p,h,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
whitebeam,9,w,m,1,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
nestable,8,n,e,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
decurved,8,d,d,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
decennially,11,d,y,1,0,1,1,2,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0
balker,6,b,r,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
conjecturable,13,c,e,1,1,2,0,2,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0
spoonfeed,9,s,d,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0
milldams,8,m,s,1,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
refound,7,r,d,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
ammine,6,a,e,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
liquorish,9,l,h,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0
terebene,8,t,e,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
antileptons,11,a,s,1,0,0,0,1,0,0,0,1,0,0,1,0,2,1,1,0,0,1,2,0,0,0,0,0,0
brabbling,9,b,g,1,3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
masturbator,11,m,r,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,2,1,0,0,0,0,0
josses,6,j,s,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
flagger,7,f,r,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cotta,5,c,a,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
gloweringly,11,g,y,0,0,0,0,1,0,2,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0
chimneypieces,13,c,s,0,0,2,0,3,0,0,1,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
quaggier,8,q,r,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
strictured,10,s,d,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0
auteur,6,a,r,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0
bootlicked,10,b,d,0,1,1,1,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0
servilely,9,s,y,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0
endoblast,9,e,t,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
cudbears,8,c,s,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
boarish,7,b,h,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
retinol,7,r,l,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
vindicable,10,v,e,1,1,1,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
forecourse,10,f,e,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0
redigest,8,r,t,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
glossitises,11,g,s,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,4,1,0,0,0,0,0,0
imparadise,10,i,e,2,0,0,1,1,0,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
swampiness,10,s,s,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,3,0,0,0,1,0,0,0
orthotropic,11,o,c,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,1,0,2,0,2,0,0,0,0,0,0
horridnesses,12,h,s,0,0,0,1,2,0,0,1,1,0,0,0,0,1,1,0,0,2,3,0,0,0,0,0,0,0
annuluses,9,a,s,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,0,0,0
adermin,7,a,n,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
philatelically,14,p,y,2,0,1,0,1,0,0,1,2,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0
tmesis,6,t,s,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0
luffas,6,l,s,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
antismoking,11,a,g,1,0,0,0,0,0,1,0,2,0,1,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0
consanguine,11,c,e,1,0,1,0,1,0,1,0,1,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0
horseshits,10,h,s,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0
innerness,9,i,s,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0
wholistically,13,w,y,1,0,1,0,0,0,0,1,2,0,0,3,0,0,1,0,0,0,1,1,0,0,1,0,1,0
minimus,7,m,s,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0
iceblink,8,i,k,0,1,1,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bechanced,9,b,d,1,1,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
excusatory,10,e,y,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0
gemmation,9,g,n,1,0,0,0,1,0,1,0,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0
reasonability,13,r,y,2,1,0,0,1,0,0,0,2,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0
slinkiness,10,s,s,0,0,0,0,1,0,0,0,2,0,1,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0
airscrew,8,a,w,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0
nakfa,5,n,a,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
scrimshander,12,s,r,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0
armigers,8,a,s,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
canonist,8,c,t,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0
queenhood,9,q,d,0,0,0,1,2,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0
invisibilities,14,i,s,0,1,0,0,1,0,0,0,6,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0
brightwork,10,b,k,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0
butterburs,10,b,s,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0
onomatology,11,o,y,1,0,0,0,0,0,1,0,0,0,0,1,1,1,4,0,0,0,0,1,0,0,0,0,1,0
asterisms,9,a,s,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0
bullbats,8,b,s,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0
trivalency,10,t,y,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
sacculi,7,s,i,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
scolders,8,s,s,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0
heteropterous,13,h,s,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,1,0,2,1,2,1,0,0,0,0,0
circumstantiality,17,c,y,2,0,2,0,0,0,0,0,3,0,0,1,1,1,0,0,0,1,1,3,1,0,0,0,1,0
tertial,7,t,l,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0
foilsman,8,f,n,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
sudoriferous,12,s,s,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0
flutterboard,12,f,d,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0,2,1,0,0,0,0,0
anonym,6,a,m,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0
glyphography,12,g,y,1,0,0,0,0,0,2,2,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,2,0
inadvertencies,14,i,s,1,0,1,1,3,0,0,0,2,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0
mythicism,9,m,m,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0
unsliced,8,u,d,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
multivalency,12,m,y,1,0,1,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,1,1,1,0,0,1,0
pyromanic,9,p,c,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0
bismuthic,9,b,c,0,1,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
dharna,6,d,a,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
triable,7,t,e,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
creditability,13,c,y,1,1,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0
backbends,9,b,s,1,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
saturniid,9,s,d,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
accrete,7,a,e,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
dispensational,14,d,l,2,0,0,1,1,0,0,0,2,0,0,1,0,2,1,1,0,0,2,1,0,0,0,0,0,0
pinnaces,8,p,s,1,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0
importunateness,15,i,s,1,0,0,0,2,0,0,0,1,0,0,0,1,2,1,1,0,1,2,2,1,0,0,0,0,0
rescaling,9,r,g,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
archiepiscopate,15,a,e,2,0,2,0,2,0,0,1,2,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0
balancers,9,b,s,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
collins,7,c,s,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0
lordoses,8,l,s,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0
zabagliones,11,z,s,2,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
vasty,5,v,y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
idiographic,11,i,c,1,0,1,1,0,0,1,1,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
boatsman,8,b,n,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
multivalence,12,m,e,1,0,1,0,2,0,0,0,1,0,0,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0
monochromat,11,m,t,1,0,1,0,0,0,0,1,0,0,0,0,2,1,3,0,0,1,0,1,0,0,0,0,0,0
ferruginous,11,f,s,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,2,1,0,2,0,0,0,0,0
obliterator,11,o,r,1,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,0,0
gnathic,7,g,c,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
diphenylamine,13,d,e,1,0,0,1,2,0,0,1,2,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0
platyhelminths,14,p,s,1,0,0,0,1,0,0,2,1,0,0,2,1,1,0,1,0,0,1,2,0,0,0,0,1,0
vellicated,10,v,d,1,0,1,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
eyeshot,7,e,t,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
rerolled,8,r,d,0,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0
incests,7,i,s,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0
iconographic,12,i,c,1,0,2,0,0,0,1,1,2,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0
disentail,9,d,l,1,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
deplumed,8,d,d,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
postnuptial,11,p,l,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,1,2,1,0,0,0,0,0
bytecode,8,b,e,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
enantiomorph,12,e,h,1,0,0,0,1,0,0,1,1,0,0,0,1,2,2,1,0,1,0,1,0,0,0,0,0,0
glaciologists,13,g,s,1,0,1,0,0,0,2,0,2,0,0,2,0,0,2,0,0,0,2,1,0,0,0,0,0,0
promulgations,13,p,s,1,0,0,0,0,0,1,0,1,0,0,1,1,1,2,1,0,1,1,1,1,0,0,0,0,0
disposure,9,d,e,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0
hamates,7,h,s,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
thermolabile,12,t,e,1,1,0,0,2,0,0,1,1,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0
pleasances,10,p,s,2,0,1,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0
taws,4,t,s,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
plentifulness,13,p,s,0,0,0,0,2,1,0,0,1,0,0,2,0,2,0,1,0,0,2,1,1,0,0,0,0,0
gamba,5,g,a,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stercoricolous,14,s,s,0,0,2,0,1,0,0,0,1,0,0,1,0,0,3,0,0,2,2,1,1,0,0,0,0,0
pili,4,p,i,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kakemono,8,k,o,1,0,0,0,1,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
amphibologies,13,a,s,1,1,0,0,1,0,1,1,2,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0
sukkah,6,s,h,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
crosshair,9,c,r,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0
ordo,4,o,o,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
utopianism,10,u,m,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
stereophonically,16,s,y,1,0,1,0,2,0,0,1,1,0,0,2,0,1,2,1,0,1,1,1,0,0,0,0,1,0
anamorphoses,12,a,s,2,0,0,0,1,0,0,1,0,0,0,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0
selenodont,10,s,t,0,0,0,1,2,0,0,0,0,0,0,1,0,2,2,0,0,0,1,1,0,0,0,0,0,0
intuitionally,13,i,y,1,0,0,0,0,0,0,0,3,0,0,2,0,2,1,0,0,0,0,2,1,0,0,0,1,0
resegregate,11,r,e,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
bryophytes,10,b,s,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,2,0
lecythus,8,l,s,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
excide,6,e,e,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
vitelline,9,v,e,0,0,0,0,2,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0
hirsutism,9,h,m,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0
coatees,7,c,s,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
grandmaster,11,g,r,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0
ontogenetic,11,o,c,0,0,1,0,2,0,1,0,1,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0
autecology,10,a,y,1,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,0
linkers,7,l,s,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
widthwise,9,w,e,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0
sileni,6,s,i,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
graduator,9,g,r,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0
mechanician,11,m,n,2,0,2,0,1,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
gadid,5,g,d,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinic,8,p,c,1,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
acromion,8,a,n,1,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0
prefigurement,13,p,t,0,0,0,0,3,1,1,0,1,0,0,0,1,1,0,1,0,2,0,1,1,0,0,0,0,0
viscometers,11,v,s,0,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,0,1,2,1,0,1,0,0,0,0
affrights,9,a,s,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
mediocrely,10,m,y,0,0,1,1,2,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
lorica,6,l,a,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
denudating,10,d,g,1,0,0,2,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
pinnated,8,p,d,1,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0
allium,6,a,m,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
uncorrectable,13,u,e,1,1,2,0,2,0,0,0,0,0,0,1,0,1,1,0,0,2,0,1,1,0,0,0,0,0
dissolver,9,d,r,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0
coremaker,9,c,r,1,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
gustation,9,g,n,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0
kedgerees,9,k,s,0,0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
sanguinolent,12,s,t,1,0,0,0,1,0,1,0,1,0,0,1,0,3,1,0,0,0,1,1,1,0,0,0,0,0
magistery,9,m,y,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
monolatries,11,m,s,1,0,0,0,1,0,0,0,1,0,0,1,1,1,2,0,0,1,1,1,0,0,0,0,0,0
bocage,6,b,e,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
langrage,8,l,e,2,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
quern,5,q,n,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
horme,5,h,e,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
redemptioner,12,r,r,0,0,0,1,3,0,0,0,1,0,0,0,1,1,1,1,0,2,0,1,0,0,0,0,0,0
egocentrism,11,e,m,0,0,1,0,2,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0
detumesce,9,d,e,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
idiolect,8,i,t,0,0,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
kraken,6,k,n,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
chaqueta,8,c,a,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
rotenone,8,r,e,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0
molybdenite,11,m,e,0,1,0,1,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
succursal,9,s,l,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0
minelayer,9,m,r,1,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
sextillion,10,s,n,0,0,0,0,1,0,0,0,2,0,0,2,0,1,1,0,0,0,1,1,0,0,0,1,0,0
subminimum,10,s,m,0,1,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,1,0,2,0,0,0,0,0
myosotis,8,m,s,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,1,0
philomel,8,p,l,0,0,0,0,1,0,0,1,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
constructivists,15,c,s,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,3,3,1,1,0,0,0,0
disproportionally,17,d,y,1,0,0,1,0,0,0,0,2,0,0,2,0,1,3,2,0,2,1,1,0,0,0,0,1,0
visitational,12,v,l,2,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,2,0,1,0,0,0,0
zygophyllaceous,15,z,s,1,0,1,0,1,0,1,1,0,0,0,2,0,0,2,1,0,0,1,0,1,0,0,0,2,1
autoroute,9,a,e,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0
